id,name,city,studytime,failures,absences,Medu,Fedu,G1,G2,G3
23A91A2744,Fatima Patel,Bangalore,2,1,12,1,1,83,86,85
23A91A2745,Sneha Verma,Chennai,1,0,2,0,0,67,67,72
23A91A2746,Divya Verma,Ahmedabad,1,0,11,1,3,57,52,55
23A91A2747,Sneha Patel,Pune,1,1,6,4,1,77,75,76
23A91A2748,Roshan Mishra,Delhi,2,2,6,3,3,52,47,44
23A91A2749,Ali Jani,Delhi,3,3,12,2,2,95,90,94
23A91A2750,Anil Choudhary,Delhi,3,0,8,2,4,57,53,56
23A91A2751,Ravi Reddy,Chennai,4,1,16,4,0,91,91,86
23A91A2752,Roshan Sharma,Delhi,3,3,2,0,2,50,51,48
23A91A2753,Neha Jani,Jaipur,1,3,11,4,2,86,84,79
23A91A2754,Ravi Reddy,Vijayawada,1,1,5,1,1,42,37,33
23A91A2755,Ravi Desai,Mumbai,4,1,2,3,1,65,70,72
23A91A2756,Fatima Jani,Mumbai,3,2,0,1,2,75,71,73
23A91A2757,Roshan Jani,Delhi,2,3,14,4,1,63,61,63
23A91A2758,Ali Desai,Mumbai,1,2,3,4,2,69,70,72
23A91A2759,Fatima Desai,Bangalore,1,3,10,3,0,66,65,63
23A91A2760,Roshan Choudhary,Hyderabad,4,0,13,2,2,51,48,53
23A91A2761,Fatima Desai,Vijayawada,2,0,13,3,4,58,63,63
23A91A2762,Ravi Jani,Mumbai,3,3,18,0,1,93,89,93
23A91A2763,Rahul Reddy,Hyderabad,2,3,13,1,4,68,69,68
23A91A2764,Roshan Patel,Delhi,1,3,12,1,2,47,44,46
23A91A2765,Ali Joshi,Bangalore,4,1,1,0,2,93,97,92
23A91A2766,Neha Joshi,Vijayawada,2,2,3,3,0,42,45,50
23A91A2767,Rahul Khan,Chennai,3,3,2,1,0,48,46,49
23A91A2768,Ravi Mishra,Chennai,2,1,5,2,1,89,86,90
23A91A2769,Sneha Mishra,Hyderabad,4,2,5,1,4,88,90,92
23A91A2770,Neha Desai,Hyderabad,4,2,9,0,3,89,90,94
23A91A2771,Divya Jani,Pune,4,2,3,0,0,60,63,63
23A91A2772,Roshan Reddy,Jaipur,4,2,2,2,4,52,47,43
23A91A2773,Fatima Joshi,Vijayawada,1,1,2,1,3,40,40,36
23A91A2774,Divya Joshi,Delhi,2,1,1,1,4,72,68,63
23A91A2775,Rahul Desai,Vijayawada,3,2,7,0,3,69,67,63
23A91A2776,Anil Jani,Vijayawada,2,3,13,4,1,72,72,76
23A91A2777,Rahul Reddy,Bangalore,4,3,14,3,3,77,80,79
23A91A2778,Ravi Patel,Bangalore,3,0,8,4,3,45,41,42
23A91A2779,Ali Khan,Vijayawada,3,3,16,2,1,95,98,95
23A91A2780,Anil Khan,Delhi,2,0,4,1,2,43,42,47
23A91A2781,Fatima Mishra,Pune,3,3,7,2,1,57,59,60
23A91A2782,Fatima Khan,Vijayawada,4,3,5,2,0,47,46,47
23A91A2783,Roshan Patel,Pune,3,1,19,4,4,92,96,97
23A91A2784,Rahul Choudhary,Delhi,4,1,4,4,4,81,81,83
23A91A2785,Rahul Patel,Bangalore,4,3,7,2,3,50,49,52
23A91A2786,Fatima Reddy,Vijayawada,1,1,12,1,4,63,68,63
23A91A2787,Ali Mishra,Bangalore,2,2,3,2,4,50,49,52
23A91A2788,Roshan Mishra,Kolkata,3,0,13,0,2,43,42,46
23A91A2789,Ali Verma,Delhi,4,3,18,3,0,49,54,51
23A91A2790,Sneha Patel,Vijayawada,2,1,5,2,0,68,70,72
23A91A2791,Neha Reddy,Chennai,4,1,15,0,2,90,85,84
23A91A2792,Kiran Choudhary,Vijayawada,4,2,12,3,1,92,91,95
23A91A2793,Ravi Choudhary,Bangalore,3,2,2,0,4,42,37,34
23A91A2794,Sneha Verma,Jaipur,4,1,12,2,1,88,83,84
23A91A2795,Anil Patel,Pune,1,2,10,4,0,68,70,66
23A91A2796,Ali Sharma,Jaipur,4,0,13,4,2,41,39,43
23A91A2797,Sneha Sharma,Kolkata,2,3,14,4,0,41,46,47
23A91A2798,Kiran Choudhary,Delhi,1,2,3,1,3,83,83,81
23A91A2799,Divya Sharma,Kolkata,4,2,11,2,0,68,67,72
23A91A2800,Neha Sharma,Chennai,3,0,19,1,1,63,59,58
23A91A2801,Fatima Jani,Jaipur,2,1,5,4,4,89,92,89
23A91A2802,Kiran Jani,Ahmedabad,2,0,10,1,4,46,49,44
23A91A2803,Ravi Desai,Vijayawada,4,3,17,2,4,76,74,70
23A91A2804,Ali Verma,Chennai,4,2,13,1,0,43,45,44
23A91A2805,Ravi Khan,Mumbai,1,0,16,2,1,68,66,68
23A91A2806,Anil Verma,Mumbai,2,0,15,2,2,54,56,57
23A91A2807,Neha Choudhary,Kolkata,3,0,20,2,0,90,86,87
23A91A2808,Ravi Verma,Delhi,1,1,6,3,2,48,43,41
23A91A2809,Kiran Jani,Delhi,4,3,5,1,0,42,37,38
23A91A2810,Roshan Choudhary,Mumbai,3,2,20,1,1,87,84,81
23A91A2811,Ali Choudhary,Jaipur,4,0,6,0,1,84,83,86
23A91A2812,Fatima Desai,Kolkata,2,2,17,2,4,74,78,81
23A91A2813,Fatima Mishra,Chennai,4,1,10,0,4,47,44,48
23A91A2814,Divya Mishra,Chennai,1,2,3,1,1,82,80,82
23A91A2815,Ali Verma,Ahmedabad,1,2,18,1,4,71,66,66
23A91A2816,Fatima Reddy,Vijayawada,1,2,11,3,3,70,70,72
23A91A2817,Roshan Choudhary,Hyderabad,4,3,7,0,2,60,57,60
23A91A2818,Fatima Choudhary,Mumbai,1,1,13,1,4,80,77,79
23A91A2819,Anil Mishra,Delhi,3,3,9,1,0,74,75,76
23A91A2820,Roshan Verma,Vijayawada,3,3,16,4,3,43,44,42
23A91A2821,Anil Choudhary,Hyderabad,2,1,0,1,4,48,53,50
23A91A2822,Roshan Patel,Pune,3,0,3,1,2,93,89,94
23A91A2823,Roshan Joshi,Hyderabad,2,0,15,4,4,76,73,76
23A91A2824,Roshan Sharma,Jaipur,1,3,15,4,0,60,65,68
23A91A2825,Rahul Desai,Jaipur,3,3,9,3,1,77,78,74
23A91A2826,Kiran Jani,Chennai,1,2,1,1,4,54,56,54
23A91A2827,Neha Jani,Jaipur,3,3,20,0,2,67,66,61
23A91A2828,Rahul Verma,Ahmedabad,2,1,16,1,2,91,93,96
23A91A2829,Kiran Sharma,Mumbai,3,0,3,2,4,94,99,97
23A91A2830,Ravi Verma,Jaipur,4,0,18,3,4,74,76,73
23A91A2831,Roshan Joshi,Vijayawada,4,1,6,1,2,63,64,61
23A91A2832,Ravi Reddy,Chennai,2,0,20,2,2,62,67,72
23A91A2833,Roshan Verma,Kolkata,2,3,20,0,1,67,64,63
23A91A2834,Ali Patel,Mumbai,1,0,2,3,1,61,65,64
23A91A2835,Kiran Reddy,Hyderabad,3,0,6,4,2,58,54,56
23A91A2836,Fatima Choudhary,Mumbai,2,2,20,2,4,83,88,88
23A91A2837,Divya Joshi,Chennai,3,0,3,2,1,68,69,67
23A91A2838,Fatima Choudhary,Vijayawada,3,3,18,1,1,68,64,66
23A91A2839,Sneha Sharma,Kolkata,3,2,12,1,1,82,78,83
23A91A2840,Neha Joshi,Delhi,4,2,18,2,1,89,91,89
23A91A2841,Ali Khan,Delhi,2,2,2,2,2,91,93,88
23A91A2842,Divya Sharma,Jaipur,2,3,19,2,4,64,60,63
23A91A2843,Sneha Mishra,Chennai,2,2,16,2,3,57,52,48
23A91A2844,Ravi Khan,Mumbai,3,2,0,2,0,60,55,54
23A91A2845,Neha Patel,Chennai,2,3,9,0,3,78,82,84
23A91A2846,Fatima Choudhary,Vijayawada,2,2,19,3,2,76,76,75
23A91A2847,Sneha Jani,Bangalore,1,0,3,4,0,57,62,57
23A91A2848,Fatima Joshi,Hyderabad,1,0,5,1,0,86,89,85
23A91A2849,Fatima Jani,Mumbai,2,3,1,1,2,71,71,66
23A91A2850,Neha Sharma,Delhi,3,3,15,2,0,74,73,76
23A91A2851,Rahul Choudhary,Kolkata,2,1,20,3,3,82,77,75
23A91A2852,Roshan Joshi,Bangalore,3,0,20,2,4,91,88,86
23A91A2853,Neha Verma,Jaipur,4,2,19,0,0,46,49,51
23A91A2854,Sneha Choudhary,Ahmedabad,1,2,1,1,0,76,81,78
23A91A2855,Neha Jani,Mumbai,4,2,1,2,0,56,56,52
23A91A2856,Anil Desai,Mumbai,4,0,15,1,3,93,90,88
23A91A2857,Kiran Joshi,Mumbai,2,0,4,2,0,41,41,42
23A91A2858,Ravi Patel,Kolkata,4,0,20,0,4,61,66,70
23A91A2859,Anil Jani,Delhi,4,2,11,0,0,64,62,62
23A91A2860,Neha Jani,Ahmedabad,4,2,4,2,4,76,76,77
23A91A2861,Fatima Mishra,Mumbai,4,3,17,1,1,46,46,49
23A91A2862,Anil Jani,Pune,3,3,0,3,0,60,56,52
23A91A2863,Divya Desai,Mumbai,4,2,14,3,2,56,61,64
23A91A2864,Sneha Reddy,Ahmedabad,1,1,15,3,1,63,59,62
23A91A2865,Ali Reddy,Jaipur,3,0,20,4,3,67,63,61
23A91A2866,Kiran Joshi,Hyderabad,4,3,20,0,2,75,79,78
23A91A2867,Rahul Mishra,Mumbai,2,1,6,2,1,73,70,72
23A91A2868,Divya Patel,Chennai,3,3,13,4,4,48,48,51
23A91A2869,Neha Sharma,Kolkata,1,1,0,3,3,90,87,82
23A91A2870,Kiran Mishra,Bangalore,4,1,5,2,4,65,68,73
23A91A2871,Kiran Mishra,Vijayawada,2,2,14,1,0,71,74,78
23A91A2872,Sneha Joshi,Mumbai,2,1,15,0,3,49,51,50
23A91A2873,Fatima Jani,Pune,1,1,8,0,3,77,72,75
23A91A2874,Ravi Patel,Pune,2,3,20,4,4,49,50,51
23A91A2875,Roshan Choudhary,Vijayawada,1,3,5,4,1,90,91,96
23A91A2876,Sneha Reddy,Jaipur,1,0,2,4,3,92,95,100
23A91A2877,Rahul Patel,Jaipur,1,0,12,0,0,73,77,75
23A91A2878,Sneha Reddy,Kolkata,1,1,14,2,3,85,80,82
23A91A2879,Neha Mishra,Kolkata,3,0,11,0,1,95,98,103
23A91A2880,Fatima Reddy,Bangalore,2,2,16,0,0,73,75,73
23A91A2881,Roshan Khan,Delhi,4,2,0,0,1,52,51,50
23A91A2882,Ali Sharma,Kolkata,4,2,19,2,1,74,73,74
23A91A2883,Divya Khan,Ahmedabad,3,1,17,2,3,41,43,46
23A91A2884,Rahul Reddy,Jaipur,1,0,4,3,2,72,76,71
23A91A2885,Ravi Choudhary,Pune,4,1,13,2,0,49,44,49
23A91A2886,Ravi Jani,Jaipur,3,1,4,2,4,58,62,65
23A91A2887,Neha Jani,Ahmedabad,3,3,3,1,0,56,58,58
23A91A2888,Rahul Mishra,Delhi,4,0,3,3,0,77,82,83
23A91A2889,Roshan Patel,Mumbai,4,0,11,3,2,47,47,42
23A91A2890,Fatima Khan,Hyderabad,1,1,15,0,3,50,47,49
23A91A2891,Divya Reddy,Jaipur,4,2,14,2,4,80,79,76
23A91A2892,Kiran Khan,Jaipur,3,1,13,3,4,57,56,51
23A91A2893,Rahul Verma,Mumbai,3,1,0,2,1,57,55,52
23A91A2894,Kiran Verma,Chennai,4,2,0,3,2,81,85,89
23A91A2895,Kiran Mishra,Chennai,1,0,13,0,4,66,71,74
23A91A2896,Sneha Desai,Mumbai,4,0,1,3,2,89,93,89
23A91A2897,Ravi Sharma,Vijayawada,1,1,14,1,2,82,85,85
23A91A2898,Roshan Jani,Vijayawada,3,2,14,3,1,42,37,41
23A91A2899,Rahul Verma,Pune,2,3,11,0,0,64,62,62
23A91A2900,Neha Verma,Pune,1,0,7,1,0,74,71,76
23A91A2901,Neha Reddy,Ahmedabad,2,0,6,1,1,79,83,88
23A91A2902,Fatima Verma,Jaipur,2,2,11,3,3,46,41,38
23A91A2903,Ravi Jani,Bangalore,1,0,11,3,1,86,81,85
23A91A2904,Ravi Jani,Mumbai,1,3,15,0,0,49,48,46
23A91A2905,Roshan Sharma,Delhi,1,2,12,0,0,66,65,62
23A91A2906,Divya Choudhary,Pune,1,2,1,2,1,40,42,43
23A91A2907,Roshan Reddy,Hyderabad,4,0,12,1,4,42,47,48
23A91A2908,Kiran Desai,Bangalore,2,0,17,0,4,55,55,56
23A91A2909,Kiran Jani,Vijayawada,1,1,0,0,4,65,68,67
23A91A2910,Ravi Desai,Mumbai,4,3,13,1,0,83,80,79
23A91A2911,Ali Verma,Bangalore,3,1,15,2,1,66,61,58
23A91A2912,Neha Verma,Delhi,1,2,9,3,2,42,45,47
23A91A2913,Ravi Verma,Pune,4,3,16,1,2,82,81,86
23A91A2914,Sneha Sharma,Delhi,4,2,7,2,2,70,66,64
23A91A2915,Ali Sharma,Ahmedabad,3,1,11,0,4,95,90,91
23A91A2916,Anil Sharma,Kolkata,1,3,5,0,4,88,87,88
23A91A2917,Fatima Mishra,Mumbai,1,3,5,3,1,42,40,35
23A91A2918,Neha Joshi,Mumbai,4,1,4,0,3,70,69,70
23A91A2919,Neha Joshi,Chennai,3,1,9,0,1,93,91,95
23A91A2920,Ravi Mishra,Bangalore,4,0,12,1,3,71,69,64
23A91A2921,Ravi Reddy,Delhi,4,2,20,1,3,90,89,93
23A91A2922,Neha Verma,Vijayawada,3,2,7,4,1,70,67,69
23A91A2923,Ravi Joshi,Hyderabad,2,1,7,0,2,67,70,69
23A91A2924,Roshan Mishra,Pune,4,0,20,3,3,47,50,46
23A91A2925,Ali Jani,Kolkata,4,1,17,4,3,60,61,58
23A91A2926,Roshan Verma,Hyderabad,2,1,1,3,4,55,60,59
23A91A2927,Ravi Jani,Pune,4,3,12,3,2,52,54,51
23A91A2928,Sneha Sharma,Pune,3,0,5,2,4,94,92,95
23A91A2929,Rahul Khan,Delhi,1,3,11,1,1,42,40,41
23A91A2930,Ali Jani,Mumbai,3,0,13,3,4,81,86,91
23A91A2931,Neha Jani,Hyderabad,4,1,0,4,2,71,74,79
23A91A2932,Kiran Joshi,Hyderabad,4,2,11,0,3,58,61,56
23A91A2933,Sneha Khan,Vijayawada,3,3,16,1,4,76,77,76
23A91A2934,Fatima Mishra,Mumbai,1,2,0,2,3,68,63,58
23A91A2935,Divya Reddy,Bangalore,3,0,3,2,1,88,89,87
23A91A2936,Neha Mishra,Pune,2,3,12,4,2,77,78,76
23A91A2937,Ravi Reddy,Chennai,1,0,9,2,1,90,89,94
23A91A2938,Fatima Sharma,Jaipur,4,3,6,2,2,73,68,70
23A91A2939,Ravi Joshi,Bangalore,4,0,3,1,3,83,85,84
23A91A2940,Neha Joshi,Kolkata,2,3,4,3,2,61,65,70
23A91A2941,Ali Patel,Pune,2,2,11,0,0,81,82,78
23A91A2942,Ali Jani,Chennai,4,3,2,4,0,75,72,73
23A91A2943,Anil Joshi,Bangalore,2,3,0,4,1,58,62,57
23A91A2944,Anil Khan,Delhi,2,1,6,4,0,60,61,60
23A91A2945,Fatima Reddy,Vijayawada,4,3,7,0,4,50,47,51
23A91A2946,Roshan Khan,Vijayawada,2,2,8,2,4,45,45,40
23A91A2947,Sneha Jani,Pune,1,3,9,4,3,62,59,59
23A91A2948,Kiran Sharma,Kolkata,3,2,10,0,2,85,87,82
23A91A2949,Sneha Khan,Delhi,1,2,18,3,4,49,49,45
23A91A2950,Divya Joshi,Vijayawada,2,0,10,1,0,49,54,53
23A91A2951,Anil Jani,Pune,2,1,14,4,4,64,65,65
23A91A2952,Ravi Patel,Kolkata,3,3,3,0,2,48,44,49
23A91A2953,Sneha Jani,Jaipur,3,3,8,2,1,77,78,80
23A91A2954,Neha Mishra,Chennai,2,0,8,1,4,73,74,77
23A91A2955,Sneha Verma,Kolkata,1,2,17,2,3,74,76,77
23A91A2956,Sneha Mishra,Mumbai,1,0,6,2,4,87,92,91
23A91A2957,Divya Patel,Vijayawada,2,1,15,3,2,58,59,55
23A91A2958,Sneha Jani,Ahmedabad,3,2,13,4,2,80,80,82
23A91A2959,Kiran Desai,Mumbai,1,3,19,0,0,59,64,69
23A91A2960,Fatima Reddy,Ahmedabad,2,3,2,0,2,59,56,59
23A91A2961,Rahul Jani,Bangalore,2,2,12,2,4,91,93,89
23A91A2962,Rahul Choudhary,Pune,3,3,17,2,3,40,35,30
23A91A2963,Divya Sharma,Kolkata,1,2,4,0,2,91,86,81
23A91A2964,Fatima Verma,Bangalore,4,0,13,4,1,70,70,72
23A91A2965,Roshan Khan,Hyderabad,4,2,20,4,2,54,53,51
23A91A2966,Roshan Jani,Jaipur,1,1,18,0,2,77,75,77
23A91A2967,Divya Patel,Chennai,4,2,14,3,0,46,44,40
23A91A2968,Fatima Sharma,Kolkata,4,0,4,1,4,74,72,76
23A91A2969,Anil Patel,Delhi,3,1,10,2,4,66,67,67
23A91A2970,Neha Sharma,Pune,1,2,19,1,4,82,79,75
23A91A2971,Anil Khan,Chennai,2,0,18,2,1,89,88,84
23A91A2972,Divya Mishra,Jaipur,1,0,19,2,0,88,90,88
23A91A2973,Divya Desai,Bangalore,3,0,0,2,3,71,71,66
23A91A2974,Fatima Jani,Pune,2,0,13,3,1,46,49,44
23A91A2975,Fatima Desai,Bangalore,2,1,1,0,1,81,80,78
23A91A2976,Fatima Reddy,Bangalore,3,1,8,3,3,40,45,42
23A91A2977,Fatima Joshi,Delhi,2,1,1,4,0,72,72,74
23A91A2978,Anil Jani,Bangalore,4,0,12,1,3,66,70,74
23A91A2979,Anil Patel,Ahmedabad,4,2,20,3,2,54,54,49
23A91A2980,Neha Choudhary,Kolkata,3,1,1,0,1,50,52,57
23A91A2981,Neha Reddy,Mumbai,4,3,12,2,0,52,47,45
23A91A2982,Anil Desai,Pune,4,0,5,2,2,81,86,85
23A91A2983,Sneha Verma,Hyderabad,3,1,5,0,0,52,54,49
23A91A2984,Fatima Jani,Pune,4,2,9,0,0,85,90,89
23A91A2985,Rahul Patel,Jaipur,4,0,0,4,1,88,92,91
23A91A2986,Anil Patel,Pune,2,1,10,4,2,79,78,80
23A91A2987,Ravi Desai,Pune,3,1,5,0,2,67,66,71
23A91A2988,Ali Reddy,Chennai,3,1,19,2,0,59,63,59
23A91A2989,Anil Reddy,Hyderabad,4,3,18,2,2,87,85,90
23A91A2990,Rahul Jani,Hyderabad,3,3,18,1,0,83,84,83
23A91A2991,Kiran Verma,Jaipur,1,3,3,2,0,86,89,90
23A91A2992,Anil Joshi,Hyderabad,3,2,1,4,4,62,61,65
23A91A2993,Anil Patel,Mumbai,1,1,11,1,2,54,56,61
23A91A2994,Fatima Joshi,Jaipur,4,2,6,3,4,66,65,70
23A91A2995,Divya Choudhary,Chennai,1,2,18,0,1,61,56,59
23A91A2996,Fatima Desai,Ahmedabad,2,2,3,4,3,77,78,76
23A91A2997,Kiran Verma,Vijayawada,2,3,20,4,3,95,95,92
23A91A2998,Anil Patel,Hyderabad,4,1,0,0,2,88,87,85
23A91A2999,Anil Reddy,Vijayawada,3,1,12,1,2,72,74,79
23A91A3000,Fatima Reddy,Ahmedabad,2,1,7,2,3,95,99,98
23A91A3001,Neha Verma,Hyderabad,1,2,15,4,0,86,84,86
23A91A3002,Sneha Reddy,Ahmedabad,1,1,1,3,2,63,61,63
23A91A3003,Ali Verma,Delhi,1,3,4,2,2,50,45,50
23A91A3004,Ravi Verma,Ahmedabad,1,2,20,1,2,54,57,55
23A91A3005,Fatima Sharma,Vijayawada,3,3,14,3,0,81,79,83
23A91A3006,Neha Choudhary,Hyderabad,3,0,20,2,0,69,66,65
23A91A3007,Anil Joshi,Chennai,1,2,17,3,4,89,87,83
23A91A3008,Anil Sharma,Pune,4,2,18,2,3,42,45,41
23A91A3009,Roshan Khan,Kolkata,2,1,12,1,4,95,97,94
23A91A3010,Roshan Reddy,Mumbai,4,1,13,2,1,62,59,56
23A91A3011,Kiran Mishra,Hyderabad,3,2,9,4,0,67,71,68
23A91A3012,Roshan Sharma,Mumbai,2,1,8,4,1,47,50,55
23A91A3013,Roshan Verma,Delhi,3,3,2,0,0,91,89,87
23A91A3014,Rahul Khan,Kolkata,3,1,17,4,2,80,83,84
23A91A3015,Ravi Mishra,Chennai,1,0,17,4,0,89,85,89
23A91A3016,Sneha Patel,Delhi,1,1,13,0,1,61,56,51
23A91A3017,Sneha Desai,Pune,3,3,19,2,0,83,80,75
23A91A3018,Sneha Mishra,Pune,1,3,14,2,3,84,83,78
23A91A3019,Ravi Sharma,Hyderabad,2,2,10,2,2,44,45,46
23A91A3020,Roshan Khan,Chennai,3,3,16,0,2,50,48,48
23A91A3021,Ravi Joshi,Vijayawada,4,1,9,4,4,49,44,45
23A91A3022,Neha Jani,Ahmedabad,4,1,0,1,0,47,48,52
23A91A3023,Rahul Mishra,Jaipur,1,3,0,3,3,94,91,90
23A91A3024,Fatima Mishra,Jaipur,4,1,4,1,2,88,91,90
23A91A3025,Kiran Patel,Delhi,3,3,13,4,3,94,90,86
23A91A3026,Kiran Sharma,Jaipur,3,2,19,3,4,69,64,63
23A91A3027,Neha Patel,Kolkata,3,2,16,2,1,59,58,56
23A91A3028,Neha Choudhary,Delhi,4,3,15,0,0,70,75,76
23A91A3029,Roshan Choudhary,Pune,3,1,10,3,1,94,98,103
23A91A3030,Divya Desai,Delhi,1,2,17,0,3,50,55,56
23A91A3031,Roshan Patel,Mumbai,4,0,14,1,0,43,40,37
23A91A3032,Rahul Verma,Hyderabad,3,2,15,4,1,88,84,80
23A91A3033,Kiran Joshi,Hyderabad,1,3,9,3,4,59,60,55
23A91A3034,Neha Verma,Kolkata,1,1,6,1,1,44,41,38
23A91A3035,Anil Jani,Delhi,4,1,7,3,0,75,71,68
23A91A3036,Fatima Verma,Pune,2,2,18,4,4,53,58,54
23A91A3037,Sneha Patel,Vijayawada,3,1,4,1,2,57,52,57
23A91A3038,Rahul Khan,Kolkata,2,2,19,4,2,88,85,81
23A91A3039,Rahul Mishra,Pune,4,2,19,3,1,83,88,91
23A91A3040,Neha Mishra,Chennai,3,2,18,0,2,41,39,35
23A91A3041,Neha Verma,Vijayawada,4,2,12,4,3,75,79,76
23A91A3042,Roshan Reddy,Mumbai,2,1,1,3,3,86,87,91
23A91A3043,Fatima Jani,Vijayawada,1,1,9,1,3,94,91,95
23A91A3044,Rahul Sharma,Ahmedabad,2,0,1,0,3,41,43,41
23A91A3045,Anil Sharma,Chennai,3,0,6,3,3,86,91,88
23A91A3046,Roshan Jani,Vijayawada,2,0,3,1,2,50,55,52
23A91A3047,Ali Reddy,Delhi,4,3,18,4,3,78,80,83
23A91A3048,Anil Joshi,Chennai,1,0,0,0,4,70,73,76
23A91A3049,Ravi Reddy,Delhi,2,3,13,3,4,49,49,44
23A91A3050,Sneha Desai,Pune,2,2,7,4,3,79,82,84
23A91A3051,Sneha Patel,Vijayawada,4,1,14,1,4,51,53,52
23A91A3052,Ali Choudhary,Bangalore,4,0,13,2,1,92,89,94
23A91A3053,Ali Joshi,Kolkata,2,2,9,1,4,77,72,71
23A91A3054,Ali Patel,Hyderabad,4,3,12,2,4,47,48,45
23A91A3055,Ali Joshi,Chennai,3,3,15,1,1,87,90,88
23A91A3056,Neha Mishra,Bangalore,1,1,18,3,0,43,45,46
23A91A3057,Ali Reddy,Bangalore,4,0,14,0,3,82,79,78
23A91A3058,Fatima Choudhary,Vijayawada,1,0,10,4,3,67,71,74
23A91A3059,Ali Reddy,Jaipur,1,0,19,1,0,70,75,77
23A91A3060,Sneha Choudhary,Chennai,2,0,9,2,3,93,96,91
23A91A3061,Anil Jani,Pune,1,0,0,3,1,46,51,51
23A91A3062,Sneha Joshi,Hyderabad,1,2,13,0,2,46,44,42
23A91A3063,Ali Mishra,Mumbai,1,0,13,3,4,56,56,58
23A91A3064,Sneha Mishra,Jaipur,4,2,7,3,4,87,84,89
23A91A3065,Ravi Jani,Ahmedabad,3,0,10,3,2,77,80,78
23A91A3066,Divya Desai,Bangalore,3,1,19,2,0,87,90,91
23A91A3067,Roshan Reddy,Jaipur,3,3,19,1,3,85,81,77
23A91A3068,Ravi Mishra,Vijayawada,3,2,3,4,0,66,68,66
23A91A3069,Ali Mishra,Ahmedabad,1,1,19,1,2,61,62,67
23A91A3070,Anil Mishra,Hyderabad,1,3,1,4,2,73,74,79
23A91A3071,Fatima Reddy,Bangalore,4,2,9,4,1,87,82,83
23A91A3072,Anil Khan,Vijayawada,4,1,1,4,1,71,69,68
23A91A3073,Neha Joshi,Delhi,2,3,19,2,1,40,41,46
23A91A3074,Divya Patel,Chennai,3,2,6,4,0,82,86,89
23A91A3075,Neha Patel,Jaipur,2,2,3,4,4,71,75,71
23A91A3076,Neha Khan,Vijayawada,1,1,4,1,0,61,60,55
23A91A3077,Rahul Khan,Pune,1,2,16,3,3,64,63,61
23A91A3078,Ali Verma,Hyderabad,1,0,20,0,3,48,46,41
23A91A3079,Fatima Sharma,Mumbai,2,3,17,0,2,88,88,92
23A91A3080,Neha Khan,Kolkata,2,3,10,1,2,73,73,78
23A91A3081,Neha Jani,Kolkata,3,2,10,3,0,82,77,82
23A91A3082,Ali Desai,Vijayawada,1,3,6,1,3,59,63,67
23A91A3083,Sneha Verma,Mumbai,3,1,6,2,3,76,76,80
23A91A3084,Sneha Mishra,Hyderabad,1,2,12,1,0,92,95,92
23A91A3085,Divya Jani,Kolkata,2,3,10,3,1,82,81,83
23A91A3086,Roshan Verma,Delhi,2,0,4,4,4,87,90,88
23A91A3087,Anil Reddy,Chennai,3,3,20,3,0,83,80,81
23A91A3088,Kiran Choudhary,Chennai,1,1,11,0,4,72,72,74
23A91A3089,Ravi Reddy,Mumbai,2,0,2,1,4,92,95,96
23A91A3090,Rahul Patel,Hyderabad,4,0,11,2,0,67,67,72
23A91A3091,Ravi Verma,Kolkata,1,3,4,3,3,68,64,64
23A91A3092,Kiran Mishra,Ahmedabad,3,1,20,1,3,65,67,64
23A91A3093,Sneha Joshi,Ahmedabad,1,2,15,1,4,55,51,50
23A91A3094,Divya Khan,Bangalore,2,1,4,0,1,89,90,92
23A91A3095,Anil Mishra,Mumbai,2,2,6,3,3,78,78,82
23A91A3096,Neha Choudhary,Mumbai,3,0,13,2,0,46,50,54
23A91A3097,Divya Joshi,Kolkata,1,3,4,1,1,52,47,43
23A91A3098,Roshan Joshi,Kolkata,3,3,11,2,0,83,82,80
23A91A3099,Anil Verma,Delhi,1,2,10,2,3,71,70,73
23A91A3100,Ali Sharma,Vijayawada,3,1,12,3,0,43,39,34
23A91A3101,Kiran Jani,Ahmedabad,3,0,9,1,3,76,81,80
23A91A3102,Rahul Jani,Hyderabad,1,2,3,0,4,58,61,57
23A91A3103,Kiran Mishra,Hyderabad,3,3,18,2,3,66,64,66
23A91A3104,Roshan Desai,Kolkata,3,0,20,4,4,54,57,57
23A91A3105,Ravi Choudhary,Chennai,4,2,19,4,4,71,75,79
23A91A3106,Ravi Verma,Chennai,3,1,6,1,0,95,93,93
23A91A3107,Anil Joshi,Vijayawada,3,3,13,1,1,53,49,48
23A91A3108,Rahul Verma,Jaipur,3,2,5,3,4,86,83,81
23A91A3109,Divya Khan,Bangalore,2,1,2,3,2,50,55,60
23A91A3110,Ali Verma,Kolkata,2,3,3,2,1,58,56,60
23A91A3111,Ali Khan,Bangalore,4,2,0,2,0,84,81,86
23A91A3112,Divya Verma,Delhi,1,2,3,1,1,69,69,73
23A91A3113,Divya Khan,Pune,4,3,13,1,0,48,50,45
23A91A3114,Neha Verma,Vijayawada,4,0,17,2,4,58,59,54
23A91A3115,Rahul Reddy,Pune,2,0,10,4,1,87,82,85
23A91A3116,Neha Desai,Hyderabad,4,1,14,2,3,57,61,60
23A91A3117,Sneha Mishra,Hyderabad,2,3,17,2,4,94,96,100
23A91A3118,Rahul Khan,Mumbai,2,3,8,1,1,87,83,86
23A91A3119,Sneha Sharma,Ahmedabad,2,2,0,1,3,92,91,91
